,term,Alternate forms and synonyms.,Other language examples (back translations),Meaning notes. Definitions.,Related (but different) terms,other consultant suggestions / comments / entries,Galen's rationale,Galen's notes/drafts,,,,,,,,,,,,,,,,,,,,,,,
t,correntes,corrente,amarrado (G);,"As correntes são como uma corda feita de fortes anéis de metal ligados entre si. (Às vezes, correntes eram usadas para prender ou conter pessoas perigosas como criminosos e endemoniados)","prisão, corda","Do you need this as chains are used for other purposes, too?: Men used chains to bind criminals and demoniacs.",GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,carroça,"carruagem, carro","charrete (transliterated) (G);
","Carruagens são carroças velozes com apenas duas rodas, puxadas por cavalos. Reis e oficiais importantes viajavam em carruagens.",cavalos,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,querubim,querubins,,"Existem dois tipos de querubins: (1) Estátuas com asas, como aquelas no topo da Arca da Aliança. (2) Espíritos que guardam o trono de Deus no céu.",anjo,,GC 07-Feb-19 A babylonian word employed by exhilic prophets.,,,,,,,,,,,,,,,,,,,,,,,,
t,Cristo,"ungido, Messias",al-Masih (W),"Cristo não é um nome, Cristo é um título que significa ungido. No Antigo Testamento, os israelitas ungiam um novo rei ou profeta com óleo vegetal. No Novo Testamento, Deus ungiu Jesus com seu Espírito Santo. No entanto, os cristãos costumam empregar a palavra Cristo como um nome sem traduzi-lo. Em alguns versículos, 'o Cristo' pode ser traduzido como 'o Rei que Deus prometeu que viria um dia'.",,arabic ref.,,,,,,,,,,,,,,,,,,,,,,,,,
t,Cristão,"Cristãos, crente, crentes","grupo dos que crêem (Jesus);
seguidores de Cristo; os de Cristo (R)
aqueles que seguem al-Masih (W)""","Cristão significa literalmente ""pequeno Cristo"" ou ""seguidor de Cristo"", aqueles que seguem o exemplo e os ensinamentos de Cristo.
A Bíblia descreve os cristãos de muitas maneiras. Eles são 'santos' = santos, aqueles que pertencem a Deus; 'crentes' = aqueles que têm fé em Jesus; 'discípulos' = aqueles que obedecem aos mandamentos de Jesus; 'irmãos e irmãs' = aqueles que se amam; 'igreja' = aqueles que adoram juntos.","santos, discípulos, crente, apóstolo",arabic ref.,,,,,,,,,,,,,,,,,,,,,,,,,
t,igreja,Igreja,Reunião de crentes (W); pessoas de fé (R); pessoas de adoração (K),"Cada comunidade de seguidores de Jesus é uma igreja, e todas as igrejas cristãs juntas constituem a igreja de Cristo, tanto na terra quanto no céu. A Bíblia também chama a igreja de Corpo de Cristo.","santos, assembléia",,"No ! Never a building. And capital letters mean nothing in many of the world's scripts. Whilst some of Israel become members of the church, the church has never become Israel. ",,,,,,,,,,,,,,,,,,,,,,,,
t,cinamomo,Cinamomo,sinamon (R); kinamon (K);,O Cinamomo é uma especiaria perfumada feita da casca de um certo tipo de árvore. Era misturado com óleo usado para ungir reis ou para preparar corpos para sepultamento.,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,circuncisão,"circuncidar, circunciso",corte circular; cortar entorno(R);,"Um corte ritual feito no pênis de um menino ou de um homem. Deus ordenou a circuncisão para todos os homens israelitas ou meninos como um sinal de que eles eram leais à Antiga Aliança de Deus. No Novo Testamento, a circuncisão física não é mais necessária para mostrar relacionamento ou lealdade a Deus. Em vez disso, é usado de maneira figurativa para explicar como Cristo cortou a natureza carnal (pecaminosa) do crente para dar uma nova natureza justa (Cl 2:11-13; Rm 4:11; 1Co 7:18). ). Além disso, o batismo é agora o sinal de nossa lealdade à Nova Aliança de Deus.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,cidade,cidades,"grande cidade (G, W);
","As cidades são vilas bem organizadas; as cidades são aldeias que têm um governo; as aldeias são grupos de casas familiares. Nos tempos bíblicos, as cidades eram geralmente o maior aglomerado de casas e edifícios, geralmente com um forte muro de pedra protetor ao seu redor.","cidade, vila",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,limpo,limpar,claro (K); limpo (R);,"Sob a Lei de Moisés, os judeus tinham que tomar um banho ritual, ou fazer um sacrifício, antes de servir a Deus.
 Sob o Novo Testamento, o sangue de Jesus purifica os crentes de todo pecado e impureza, por meio de nossa fé nele. (Os rapazes e as moças devem permanecer sexualmente puros enquanto aguardam o casamento.)","puro, perdoar",People can defile themselves by serving idols. Contact with dead or blood can make ritually unclean. (Hilkka),,,,,,,,,,,,,,,,,,,,,,,,,
t,mandamentos,"comandar, comanda, mandamento, comando, ordem",,"Um comando é uma ordem que um líder dá aos outros para obedecer. Um mandamento é uma ordem que se torna permanente, como os Dez Mandamentos e os mandamentos de Jesus.",lei,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,concubina,concubinas,"uma-que-é-como-uma-esposa (G);
",Alguns homens ricos eram casados com dois tipos de mulheres: esposas cujos filhos podiam receber uma herança e concubinas cujos filhos não podiam receber uma herança.,,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,condenar,condenado,,"Condenar significa pronunciar julgamento contra alguém, às vezes ordenando que os funcionários o punam. Juízes condenam criminosos, Deus condena anjos e humanos que pecam e não se arrependem.","abençoar, amaldiçoar",,,GC 8 July 2019,,,,,,,,,,,,,,,,,,,,,,,
t,confessar,"confessado, confessa, confessando","contar (G); aceitar (W)
",Confessar é dizer o que Deus disse sobre algo. Confessar pecados é admitir que fizemos algo que Deus proíbe. Confessar a Cristo é dizer que cremos no que Deus disse sobre ele.,,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Corinto,Coríntios,,Corinto era uma grande cidade mercantil no país chamado Grécia. Era uma cidade muito pagã cheia de pessoas que adoravam muitos ídolos. Paulo iniciou novas igrejas cristãs em Corinto e escreveu cartas aos coríntios (Atos 18).,,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Cornélio,,,"Cornélio era um oficial militar romano que orava ao Senhor. O Senhor enviou um anjo a ele dizendo-lhe para chamar Pedro. Quando a família e os amigos de Cornélio ouviram Pedro falar sobre Jesus, eles se tornaram os primeiros cristãos não-judeus ou gentios. (O nome Cornélio significa Chifre.)",,,GC 08-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,país,"países, nação, nações","terra (G); 
",Um país é uma terra muito ampla onde as pessoas fazem casas e também podem ter um governo. Um condado também pode ser chamado de nação.,"reino, império, província, terra",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t 107,aliança,testamento,"prometer uma coisa com as bocas juntas (prometer algo um ao outro) (D);
forte promessa;
concordância (W); acordo (vinculação) (R);
minhas novas palavras sobre o que vou fazer (G) (Hb 8:8);
conversa de ligação (PNG);","Alianças são acordos solenes entre duas pessoas ou grupos que prometem ajudar um ao outro. Deus fez alianças com vários homens e com Israel. Deus prometeu abençoar os israelitas, se eles obedecessem às suas leis. Jesus fez uma “nova” aliança para dar vida a todos os que obedecem aos seus mandamentos.","promessa, juramento, acordo, pacto",binding tok (other language),Jesus' commandments include saving faith.,,,,,,,,,,,,,,,,,,,,,,,,
t 100,criar,"criado, cria","fazer (G);
",Criar significa fazer algo novo. Deus criou o mundo e todas as coisas vivas. Deus nos cria novos quando confiamos em Jesus. Deus um dia criará um novo céu e uma nova terra.,"esculpir, construir",,,,,,,,,,,,,,,,,,,,,,,,,,
t,cruz,cruzes,a madeira;  cruz de árvore (K); tábuas que são cruzadas (W);,"As cruzes de madeira eram uma ferramenta para torturar e matar criminosos violentos. Os romanos pregavam ou amarravam as mãos e os pés de um homem a um poste de madeira vertical com uma viga transversal de madeira e depois o deixavam morrer. Depois que Jesus morreu na cruz por causa dos nossos pecados, Deus perdoa a nós que cremos. (A cruz de Jesus também nos lembra que podemos ter que sofrer por causa de nossa fé nele.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,amaldiçoar,"amaldiçoa, amaldiçoado",dizer coisas realmente ruins para/sobre (G); falar mal sobre (R); (forte) raiva de Deus (R); causar dano; punir;,"Amaldiçoar é pronunciar/falar mal a outra pessoa. Deus amaldiçoou todos os que escolhem fazer o mal. Deus também amaldiçoou o inocente Jesus, para que ele possa nos perdoar e cancelar a maldição de Deus.","abençoa, condena","maybe rather than condemn, it would be 'punish, cause harm'",,,,,,,,,,,,,,,,,,,,,,,,,
t,cortina,,,"As cortinas são panos grandes, suspensos em sua borda superior, que cobrem janelas, fecham portas ou dividem os cômodos de uma casa.",,,material' can be anything. Cloth seems more specific. Opening also seems a bit general.,,,,,,,,,,,,,,,,,,,,,,,,
n,Damasco,,,"Damasco, a nordeste de Israel, é uma das cidades mais antigas do mundo. Continua a ser a capital da nação da Síria. Jesus apareceu a um homem chamado Saulo perto de Damasco. Saulo tornou-se o apóstolo chamado Paulo.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Daniel,,,"Daniel era jovem quando os babilônios destruíram Jerusalém, levando muitos judeus cativos para a Babilônia. Daniel, um cativo, obedeceu a Deus durante toda a sua vida, permanecendo um funcionário honesto, apesar de viver e trabalhar no palácio de um rei pagão. Deus mostrou a Daniel o significado dos sonhos e revelou a ele o futuro das nações. (O nome Daniel significa ""Deus é meu juiz"".)",,,Jesus called Daniel a prophet (Mt 24:15) but the book of Daniel is not classed with the prophets but as a writing.,GC 8 July 2019,,,,,,,,,,,,,,,,,,,,,,,
n,Dario,,,"Dario foi o quarto rei do Império Persa, 550-486 a.C. Ele conquistou a Babilônia em 539 a.C. durante a vida de Daniel. (O nome Dario significa que Ele detém a bondade.)",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Davi,Rei Davi,Dawuda (W do árabe),"Davi, o segundo rei de Israel, viveu cerca de 800 anos antes de Jesus. Ele era um menino pastor que ganhou a reputação de guerreiro valente. Ele também fez música e canções, algumas das quais se tornaram salmos na Bíblia. Davi permaneceu fiel a Deus por toda a sua vida, e Deus prometeu a ele que seus filhos governariam Israel para sempre. Jesus é um descendente ](um filho) do rei Davi. (O nome Davi significa Amado.)",Rei,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,morte,"morrer, morto, morrendo, morreu",,"Existem vários tipos de morte: (1) morte física, quando nosso espírito deixa nosso corpo, (2) morte eterna, chamada de 'segunda morte', indo para o inferno em vez de ir para o céu para sempre, (3) morte espiritual, não tendo a graça de Deus vida e Espírito Santo, (porque Adão pecou, todos nós nascemos espiritualmente mortos e precisamos 'nascer de novo.') e (4) recusar fazer o mal, chamado 'morrer para si mesmo', com a ajuda do Espírito Santo de Deus.","sangue, sacrifício",,,,,,,,,,,,,,,,,,,,,,,,,,
n,Débora,,,"Débora foi uma profetisa israelita (profeta mulher) durante os anos dos juízes. Por meio dela, o Senhor ordenou que Barak fosse para a batalha contra o exército do rei cananeu Jabin. (O nome Deborah significa ""abelha"".)",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Débora,,,Havia duas mulheres chamadas Débora: (1) a babá de Rebeca que morreu perto de Betel e (2) uma líder dos israelitas que os levou à vitória sobre seus inimigos. (O nome Débora significa Promessa.),,,-4,,,,,,,,,,,,,,,,,,,,,,,,
t,decreto,decretos,,Um decreto é uma lei formal que um rei pronuncia. Todos devem obedecer aos decretos de seu rei.,"lei, ordem",,,GC 8 July 2019,,,,,,,,,,,,,,,,,,,,,,,
n,Dalila,,,Dalila era a mulher filisteia com quem Sansão se casou. (O nome Dalila significa delicioso.),,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Demétrio,,,Havia dois homens chamados Demétrio. (1) Um deles era um ferreiro da cidade de Éfeso que adorava uma deusa chamada Ártemis. Ele apresentou acusações contra Paulo em um tribunal da cidade. (2) O outro era um cristão de boa reputação (3 João 1).,,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,demônio,"espírito mau, demônios, espíritos maus, diabo, endemoniado","espírito rebelde contra Deus; 
criatura má (W);
espírito mau (G);demônio (R);","Demônios são espíritos que se rebelaram contra Deus, seu Criador. Eles podem habitar e exercer poder sobre os seres humanos que desobedecem a Deus, que servem a outros deuses ou que escolhem fazer o mal. Satanás é o principal dos demônio. Jesus deu poder aos seus seguidores para expulsar demônios/espíritos malignos.","anjo, Satanás",,Demons are never said to be fallen angels (messengers). The Rabbis taught that demons are the disembodied souls of the biblical Nephelim. Local cultures have their own beliefs about evil spirits.,,,,,,,,,,,,,,,,,,,,,,,,
n,Diana,,,"Diana é o nome de uma deusa grega (ídolo) adorada por pessoas da cidade de Éfeso, entre outras.",ídolo,,,,,,,,,,,,,,,,,,,,,,,,,,
t,discípulos,discípulos,"aprendiz; aluno (lit. filho da aprendizagem) (R);
os que estão em formação (aprendiz);
aqueles que eu (Jesus) ensino (G);
aluno (mas não como em uma sala de aula);
Cristão;
os que seguem/obedecem a Jesus;","Discípulos são aqueles que seguem as instruções de um professor. Jesus tinha muitos discípulos. Ele ordenou a seus discípulos que fizessem outros discípulos de Jesus em todos os países, batizando-os e ensinando-os a obedecer aos seus mandamentos.","apóstolo, Cristão",,"GC: Longer notes contain a lot of fascinating information, yet do not necessarily help translators find an appropriate term to employ. ",,,,,,,,,,,,,,,,,,,,,,,,
t,jumento,jumentos,"cavalo-porco/animal; donki (R)
Pequeno cavalo; animal de carga (COM); animal (chamado) donki","Os burros são animais como pequenos cavalos, sobre os quais as pessoas podem montar. Os burros também carregam cargas e puxam um arado.",,other language: animal (called) donki (Hilkka),,,,,,,,,,,,,,,,,,,,,,,,,
t,dúvida,descrença,acreditar fracamente (G); vacilar (W);,"Dúvida significa não ter certeza de algo, ou não acreditar em algo que não parece ser verdade. Duvidar das promessas de Deus significa não acreditar no que ele disse ou revelou. Duvidar significa ser suspeito ou cético sobre a verdade ou confiabilidade de algo.","fé, crença",,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,dragão,dragões,lagarto grande; grande cobra (K); dragão(R);,"Os dragões são serpentes ou lagartos gigantes. O inimigo de Deus, Satanás, é chamado de dragão, porque ele é forte, assustador, destrutivo e maligno. Satanás assumiu a forma de um dragão (serpente) quando enganou os primeiros humanos a desobedecer a Deus. No livro do Apocalipse, um dragão é usado como um símbolo ou imagem de Satanás.",serpente,,Dragons of various sizes certainly do live on earth.,,,,,,,,,,,,,,,,,,,,,,,,
t,sonho,sonhos,"sonho (G);
",Sonhos são o que se vê e ouve durante o sono. Deus ou anjos às vezes falavam com pessoas em sonhos. Deus permitiu que José e Daniel contassem o significado de alguns sonhos que eram misteriosos para quem os tinha.,visão,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,terra,,"terra;
esse chão;
terra (G);","Terra significa (1) a terra ou solo sobre o qual nós humanos habitamos, (2) tudo abaixo do céu, (3) sujeira ou solo, e (4) a morada subterrânea dos mortos.","mundo, céus",,,,,,,,,,,,,,,,,,,,,,,,,,
n,Éden ,,,"Éden era o nome de um lugar encantador, um jardim muito grande e bonito, onde Deus costumava se encontrar com outros espíritos e com os primeiros seres humanos, antes de Adão e Eva pecarem contra Deus.",,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Edom,,,"Edom era um país onde os descendentes de Esaú se estabeleceram, a leste de Israel. Os edomitas adoravam falsos deuses e se tornaram inimigos de Israel. Edom significa ""vermelho"".",,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Egito,"Egípcios, egípcio",Misra (W do árabe),"O Egito é um país a oeste de Israel. Os israelitas viveram quatrocentos anos no Egito, onde se tornaram escravos. O Egito governou a terra de Israel por centenas de anos.",,Arabic ref.,,,,,,,,,,,,,,,,,,,,,,,,,
t,ancião,anciãos,"homens mais velhos(G); líderes (W)
","Os anciãos são pessoas mais velhas a quem os outros respeitam e obedecem. Os anciãos geralmente se reúnem como um conselho que decide assuntos importantes. As igrejas têm presbíteros que são chamados de superintendentes e servos, ou pastores e diáconos.",líder,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
